Value,Sentiment
acertamos na mouche,1
acertando na mosca,1
acertando na mouche,1
acertar na mosca,1
acertar na mouche,1
acertara na mosca,1
acertara na mouche,1
acertaram na mosca,1
acertaram na mouche,1
acertaramos na mosca,1
acertaramos na mouche,1
acertarao na mosca,1
acertarao na mouche,1
acertaras na mosca,1
acertaras na mouche,1
acertardes na mosca,1
acertardes na mouche,1
acertarei na mosca,1
acertarei na mouche,1
acertareis na mosca,1
acertareis na mouche,1
acertarem na mosca,1
acertarem na mouche,1
acertaremos na mosca,1
acertaremos na mouche,1
acertares na mosca,1
acertares na mouche,1
acertaria na mosca,1
acertaria na mouche,1
acertariam na mosca,1
acertariam na mouche,1
acertariamos na mosca,1
acertariamos na mouche,1
acertarias na mosca,1
acertarias na mouche,1
acertarieis na mosca,1
acertarieis na mouche,1
acertarmos na mosca,1
acertarmos na mouche,1
acertas na mosca,1
acertas na mouche,1
acertasse na mosca,1
acertasse na mouche,1
acertasseis na mosca,1
acertasseis na mouche,1
acertassem na mosca,1
acertassem na mouche,1
acertassemos na mosca,1
acertassemos na mouche,1
acertasses na mosca,1
acertasses na mouche,1
acertaste na mosca,1
acertaste na mouche,1
acertastes na mosca,1
acertastes na mouche,1
acertava na mosca,1
acertava na mouche,1
acertavam na mosca,1
acertavam na mouche,1
acertavamos na mosca,1
acertavamos na mouche,1
acertavas na mosca,1
acertavas na mouche,1
acertaveis na mosca,1
acertaveis na mouche,1
acerte na mosca,1
acerte na mouche,1
acertei na mosca,1
acertei na mouche,1
acerteis na mosca,1
acerteis na mouche,1
acertem na mosca,1
acertem na mouche,1
acertemos na mosca,1
acertemos na mouche,1
acertes na mosca,1
acertes na mouche,1
acerto na mosca,1
acerto na mouche,1
acertou na mosca,1
acertou na mouche,1
acesa,0
acesas,0
aceso,0
acesos,0
acessiveis,1
acessivel,1
acha piada a,0
achacada,-1
achacadas,-1
achacado,-1
achacados,-1
achada,0
achadas,0
achado,0
achado piada a,0
achados,0
achai piada a,0
achais piada a,0
acham piada a,0
achamos piada a,0
achando piada a,0
achar piada a,0
achara piada a,0
acharam piada a,0
acharamos piada a,0
acharao piada a,0
acharas piada a,0
achardes piada a,0
acharei piada a,0
achareis piada a,0
acharem piada a,0
acharemos piada a,0
achares piada a,0
acharia piada a,0
achariam piada a,0
achariamos piada a,0
acharias piada a,0
acharieis piada a,0
acharmos piada a,0
achas piada a,0
achasse piada a,0
achasseis piada a,0
achassem piada a,0
achassemos piada a,0
achasses piada a,0
achaste piada a,0
achastes piada a,0
achatada,-1
achatadas,-1
achatado,-1
achatados,-1
achava piada a,0
achavam piada a,0
achavamos piada a,0
achavas piada a,0
achaveis piada a,0
ache piada a,0
achegada,1
achegadas,1
achegado,1
achegados,1
achei piada a,0
acheis piada a,0
achem piada a,0
achemos piada a,0
aches piada a,0
achincalha,-1
achincalhado,-1
achincalhai,-1
achincalhais,-1
achincalham,-1
achincalhamo,-1
achincalhamos,-1
achincalhando,-1
achincalhar,-1
achincalhara,-1
achincalharam,-1
achincalharamo,-1
achincalharamos,-1
achincalharao,-1
achincalharas,-1
achincalharde,-1
achincalhardes,-1
achincalhare,-1
achincalharei,-1
achincalhareis,-1
achincalharem,-1
achincalharemos,-1
achincalhares,-1
achincalharia,-1
achincalhariam,-1
achincalhariamos,-1
achincalharias,-1
achincalharieis,-1
achincalharmo,-1
achincalharmos,-1
achincalhas,-1
achincalhasse,-1
achincalhasseis,-1
achincalhassem,-1
achincalhassemos,-1
achincalhasses,-1
achincalhaste,-1
achincalhastes,-1
achincalhava,-1
achincalhavam,-1
achincalhavamo,-1
achincalhavamos,-1
achincalhavas,-1
achincalhavei,-1
achincalhaveis,-1
achincalhe,-1
achincalhei,-1
achincalheis,-1
achincalhem,-1
achincalhemo,-1
achincalhemos,-1
achincalhes,-1
achincalho,-1
achincalhou,-1
achinesada,0
achinesadas,0
achinesado,0
achinesados,0
acho piada a,0
achou piada a,0
acidentada,-1
acidentadas,-1
acidentado,-1
acidentados,-1
aciganada,-1
aciganadas,-1
aciganado,-1
aciganados,-1
acintosa,-1
acintosas,-1
acintoso,-1
acintosos,-1
acirrada,-1
acirradas,-1
acirrado,-1
acirrados,-1
aclama,0
aclamada,0
aclamadas,0
aclamado,0
aclamados,0
aclamai,0
aclamais,0
aclamam,0
aclamamo,0
aclamamos,0
aclamando,0
aclamar,0
aclamara,0
aclamaram,0
aclamaramo,0
aclamaramos,0
aclamarao,0
aclamaras,0
aclamarde,0
aclamardes,0
aclamare,0
aclamarei,0
aclamareis,0
aclamarem,0
aclamaremos,0
aclamares,0
aclamaria,0
aclamariam,0
aclamariamos,0
aclamarias,0
aclamarieis,0
aclamarmo,0
aclamarmos,0
aclamas,0
aclamasse,0
aclamasseis,0
aclamassem,0
aclamassemos,0
aclamasses,0
aclamaste,0
aclamastes,0
aclamava,0
aclamavam,0
aclamavamo,0
aclamavamos,0
aclamavas,0
aclamavei,0
aclamaveis,0
aclame,0
aclamei,0
aclameis,0
aclamem,0
aclamemo,0
aclamemos,0
aclames,0
aclamo,0
aclamou,0
acobarda,-1
acobardada,-1
acobardadas,-1
acobardado,-1
acobardados,-1
acobardai,-1
acobardais,-1
acobardam,-1
acobardamo,-1
acobardamos,-1
acobardando,-1
acobardar,-1
acobardar-se,-1
acobardara,-1
acobardaram,-1
acobardaramo,-1
acobardaramos,-1
acobardarao,-1
acobardaras,-1
acobardarde,-1
acobardardes,-1
acobardare,-1
acobardarei,-1
acobardareis,-1
acobardarem,-1
acobardaremos,-1
acobardares,-1
acobardaria,-1
acobardariam,-1
acobardariamos,-1
acobardarias,-1
acobardarieis,-1
acobardarmo,-1
acobardarmos,-1
acobardas,-1
acobardasse,-1
acobardasseis,-1
acobardassem,-1
acobardassemos,-1
acobardasses,-1
acobardaste,-1
acobardastes,-1
acobardava,-1
acobardavam,-1
acobardavamo,-1
acobardavamos,-1
acobardavas,-1
acobardavei,-1
acobardaveis,-1
acobarde,-1
acobardei,-1
acobardeis,-1
acobardem,-1
acobardemo,-1
acobardemos,-1
acobardes,-1
acobardo,-1
acobardou,-1
acobertada,-1
acobertadas,-1
acobertado,-1
acobertados,-1
acobreada,0
acobreadas,0
acobreado,0
acobreados,0
acocada,-1
acocadas,-1
acocado,-1
acocados,-1
acode,1
acodem,1
acodes,1
acoitada,-1
acoitadas,-1
acoitado,-1
acoitados,-1
acolhedor,1
acolhedora,1
acolhedoras,1
acolhedores,1
acolhida,0
acolhidas,0
acolhido,0
acolhidos,0
acomoda,-1
acomodadica,-1
acomodadicas,-1
acomodadico,-1
acomodadicos,-1
acomodado,-1
acomodai,-1
acomodais,-1
acomodam,-1
acomodamo,-1
acomodamos,-1
acomodando,-1
acomodar,-1
acomodar-se,-1
acomodara,-1
acomodaram,-1
acomodaramo,-1
acomodaramos,-1
acomodarao,-1
acomodaras,-1
acomodarde,-1
acomodardes,-1
acomodare,-1
acomodarei,-1
acomodareis,-1
acomodarem,-1
acomodaremos,-1
acomodares,-1
acomodaria,-1
acomodariam,-1
acomodariamos,-1
acomodarias,-1
acomodarieis,-1
acomodarmo,-1
acomodarmos,-1
acomodas,-1
acomodasse,-1
acomodasseis,-1
acomodassem,-1
acomodassemos,-1
acomodasses,-1
acomodaste,-1
acomodastes,-1
acomodaticia,0
acomodaticias,0
acomodaticio,0
acomodaticios,0
acomodava,-1
acomodavam,-1
acomodavamo,-1
acomodavamos,-1
acomodavas,-1
acomodavei,-1
acomodaveis,-1
acomode,-1
acomodei,-1
acomodeis,-1
acomodem,-1
acomodemo,-1
acomodemos,-1
acomodes,-1
acomodo,-1
acomodou,-1
acompanhada,0
acompanhadas,0
acompanhado,0
acompanhador,0
acompanhadora,0
acompanhadoras,0
acompanhadores,0
acompanhados,0
acompanhante,0
acompanhantes,0
aconchegada,1
aconchegadas,1
aconchegado,1
aconchegados,1
acorda com o rabo para o ar,-1
acorda com os pes de fora,-1
acordada,0
acordadas,0
acordado,0
acordado com o rabo para o ar,-1
acordado com os pes de fora,-1
acordados,0
acordai com o rabo para o ar,-1
acordai com os pes de fora,-1
acordais com o rabo para o ar,-1
acordais com os pes de fora,-1
acordam com o rabo para o ar,-1
acordam com os pes de fora,-1
acordamos com o rabo para o ar,-1
acordamos com os pes de fora,-1
acordando com o rabo para o ar,-1
acordando com os pes de fora,-1
acordar com o rabo para o ar,-1
acordar com os pes de fora,-1
acordara com o rabo para o ar,-1
acordara com os pes de fora,-1
acordaram com o rabo para o ar,-1
acordaram com os pes de fora,-1
acordaramos com o rabo para o ar,-1
acordaramos com os pes de fora,-1
acordarao com o rabo para o ar,-1
acordarao com os pes de fora,-1
acordaras com o rabo para o ar,-1
acordaras com os pes de fora,-1
acordardes com o rabo para o ar,-1
acordardes com os pes de fora,-1
acordarei com o rabo para o ar,-1
acordarei com os pes de fora,-1
acordareis com o rabo para o ar,-1
acordareis com os pes de fora,-1
acordarem com o rabo para o ar,-1
acordarem com os pes de fora,-1
acordaremos com o rabo para o ar,-1
acordaremos com os pes de fora,-1
acordares com o rabo para o ar,-1
acordares com os pes de fora,-1
acordaria com o rabo para o ar,-1
acordaria com os pes de fora,-1
acordariam com o rabo para o ar,-1
acordariam com os pes de fora,-1
acordariamos com o rabo para o ar,-1
acordariamos com os pes de fora,-1
acordarias com o rabo para o ar,-1
acordarias com os pes de fora,-1
acordarieis com o rabo para o ar,-1
acordarieis com os pes de fora,-1
acordarmos com o rabo para o ar,-1
acordarmos com os pes de fora,-1
acordas com o rabo para o ar,-1
acordas com os pes de fora,-1
acordasse com o rabo para o ar,-1
acordasse com os pes de fora,-1
acordasseis com o rabo para o ar,-1
acordasseis com os pes de fora,-1
acordassem com o rabo para o ar,-1
acordassem com os pes de fora,-1
acordassemos com o rabo para o ar,-1
acordassemos com os pes de fora,-1
acordasses com o rabo para o ar,-1
acordasses com os pes de fora,-1
acordaste com o rabo para o ar,-1
acordaste com os pes de fora,-1
acordastes com o rabo para o ar,-1
acordastes com os pes de fora,-1
acordava com o rabo para o ar,-1
acordava com os pes de fora,-1
acordavam com o rabo para o ar,-1
acordavam com os pes de fora,-1
acordavamos com o rabo para o ar,-1
acordavamos com os pes de fora,-1
acordavas com o rabo para o ar,-1
acordavas com os pes de fora,-1
acordaveis com o rabo para o ar,-1
acordaveis com os pes de fora,-1
acorde com o rabo para o ar,-1
acorde com os pes de fora,-1
acordei com o rabo para o ar,-1
acordei com os pes de fora,-1
acordeis com o rabo para o ar,-1
acordeis com os pes de fora,-1
acordem com o rabo para o ar,-1
acordem com os pes de fora,-1
acordemos com o rabo para o ar,-1
acordemos com os pes de fora,-1
acordes com o rabo para o ar,-1
acordes com os pes de fora,-1
acordo com o rabo para o ar,-1
acordo com os pes de fora,-1
acordou com o rabo para o ar,-1
acordou com os pes de fora,-1
acorrenta,-1
acorrentada,-1
acorrentadas,-1
acorrentado,-1
acorrentados,-1
acorrentai,-1
acorrentais,-1
acorrentam,-1
acorrentamo,-1
acorrentamos,-1
acorrentando,-1
acorrentar,1
acorrentar-se,-1
acorrentara,-1
acorrentaram,-1
acorrentaramo,-1
acorrentaramos,-1
acorrentarao,-1
acorrentaras,-1
acorrentarde,-1
acorrentardes,-1
acorrentare,-1
acorrentarei,-1
acorrentareis,-1
acorrentarem,-1
acorrentaremos,-1
acorrentares,-1
acorrentaria,-1
acorrentariam,-1
acorrentariamos,-1
acorrentarias,-1
acorrentarieis,-1
acorrentarmo,-1
acorrentarmos,-1
acorrentas,-1
acorrentasse,-1
acorrentasseis,-1
acorrentassem,-1
acorrentassemos,-1
acorrentasses,-1
acorrentaste,-1
acorrentastes,-1
acorrentava,-1
acorrentavam,-1
acorrentavamo,-1
acorrentavamos,-1
acorrentavas,-1
acorrentavei,-1
acorrentaveis,-1
acorrente,-1
acorrentei,-1
acorrenteis,-1
acorrentem,-1
acorrentemo,-1
acorrentemos,-1
acorrentes,-1
acorrento,-1
acorrentou,-1
acossa,1
acossada,-1
acossadas,-1
acossado,-1
acossados,-1
acossai,1
acossais,1
acossam,1
acossamo,1
acossamos,1
acossando,1
acossar,1
acossara,1
acossaram,1
acossaramo,1
acossaramos,1
acossarao,1
acossaras,1
acossarde,1
acossardes,1
acossare,1
acossarei,1
acossareis,1
acossarem,1
acossaremos,1
acossares,1
acossaria,1
acossariam,1
acossariamos,1
acossarias,1
acossarieis,1
acossarmo,1
acossarmos,1
acossas,1
acossasse,1
acossasseis,1
acossassem,1
acossassemos,1
acossasses,1
acossaste,1
acossastes,1
acossava,1
acossavam,1
acossavamo,1
acossavamos,1
acossavas,1
acossavei,1
acossaveis,1
acosse,1
acossei,1
acosseis,1
acossem,1
acossemo,1
acossemos,1
acosses,1
acosso,1
acossou,1
acostumada,0
acostumadas,0
acostumado,0
acostumados,0
acotovela,0
acotovelado,0
acotovelai,0
acotovelais,0
acotovelam,0
acotovelamo,0
acotovelamos,0
acotovelando,0
acotovelar,0
acotovelara,0
acotovelaram,0
acotovelaramo,0
acotovelaramos,0
acotovelarao,0
acotovelaras,0
acotovelarde,0
acotovelardes,0
acotovelare,0
acotovelarei,0
acotovelareis,0
acotovelarem,0
acotovelaremos,0
acotovelares,0
acotovelaria,0
acotovelariam,0
acotovelariamos,0
acotovelarias,0
acotovelarieis,0
acotovelarmo,0
acotovelarmos,0
acotovelas,0
acotovelasse,0
acotovelasseis,0
acotovelassem,0
acotovelassemos,0
acotovelasses,0
acotovelaste,0
acotovelastes,0
acotovelava,0
acotovelavam,0
acotovelavamo,0
acotovelavamos,0
acotovelavas,0
acotovelavei,0
acotovelaveis,0
acotovele,0
acotovelei,0
acotoveleis,0
acotovelem,0
acotovelemo,0
acotovelemos,0
acotoveles,0
acotovelo,0
acotovelou,0
acougueira,-1
acougueiras,-1
acougueiro,-1
acougueiros,-1
acre,-1
acredita,0
acreditada,1
acreditadas,1
acreditado,1
acreditados,1
acreditai,0
acreditais,0
acreditam,0
acreditamo,0
acreditamos,0
acreditando,0
acreditar,0
acreditara,0
acreditaram,0
acreditaramo,0
acreditaramos,0
acreditarao,0
acreditaras,0
acreditarde,0
acreditardes,0
acreditare,0
acreditarei,0
acreditareis,0
acreditarem,0
acreditaremos,0
acreditares,0
acreditaria,0
acreditariam,0
acreditariamos,0
acreditarias,0
acreditarieis,0
acreditarmo,0
acreditarmos,0
acreditas,0
acreditasse,0
acreditasseis,0
acreditassem,0
acreditassemos,0
acreditasses,0
acreditaste,0
acreditastes,0
acreditava,0
acreditavam,0
acreditavamo,0
acreditavamos,0
acreditavas,0
acreditavei,0
acreditaveis,0
acredite,0
acreditei,0
acrediteis,0
acreditem,0
acreditemo,0
acreditemos,0
acredites,0
acredito,0
acreditou,0
acres,-1
acriancada,-1
acriancadas,-1
acriancado,-1
acriancados,-1
acrisolada,0
acrisoladas,0
acrisolado,0
acrisolados,0
acritica,-1
acriticas,-1
acritico,-1
acriticos,-1
activa,1
activas,1
activo,1
activos,1
actualista,0
actualistas,0
acuda,1
acudais,1
acudam,1
acudamo,1
acudamos,1
acudas,1
acudi,1
acudia,1
acudiam,1
acudiamo,1
acudiamos,1
acudias,1
acudido,1
acudiei,1
acudieis,1
acudimo,1
acudimos,1
acudindo,1
acudir,1
acudira,1
acudiram,1
acudiramo,1
acudiramos,1
acudirao,1
acudiras,1
acudirde,1
acudirdes,1
acudire,1
acudirei,1
acudireis,1
acudirem,1
acudiremos,1
acudires,1
acudiria,1
acudiriam,1
acudiriamos,1
acudirias,1
acudirieis,1
acudirmo,1
acudirmos,1
acudis,1
acudisse,1
acudisseis,1
acudissem,1
acudissemos,1
acudisses,1
acudiste,1
acudistes,1
acudiu,1
acudo,1
aculturada,-1
aculturadas,-1
aculturado,-1
aculturados,-1
acurada,1
acuradas,1
acurado,1
acurados,1
acusa,0
acusada,-1
acusadas,-1
acusado,-1
acusados,-1
acusai,0
acusais,0
acusam,0
acusamo,0
acusamos,0
acusando,0
acusar,0
acusara,0
acusaram,0
acusaramo,0
acusaramos,0
acusarao,0
acusaras,0
acusarde,0
acusardes,0
acusare,0
acusarei,0
acusareis,0
acusarem,0
acusaremos,0
acusares,0
acusaria,0
acusariam,0
acusariamos,0
acusarias,0
acusarieis,0
acusarmo,0
acusarmos,0
acusas,0
acusasse,0
acusasseis,0
acusassem,0
acusassemos,0
acusasses,0
acusaste,0
acusastes,0
acusava,0
acusavam,0
acusavamo,0
acusavamos,0
acusavas,0
acusavei,0
acusaveis,0
acuse,0
acusei,0
acuseis,0
acusem,0
acusemo,0
acusemos,0
acuses,0
acuso,0
acusou,0
acutilante,-1
acutilantes,-1
acutissima,0
acutissimas,0
acutissimo,0
acutissimos,0
adamica,-1
adamicas,-1
adamico,-1
adamicos,-1
adaptada,0
adaptadas,0
adaptado,0
adaptados,0
adepta,1
adeptas,1
adepto,1
adeptos,1
adequada,1
adequadas,1
adequado,1
adequados,1
adestrada,1
adestradas,1
adestrado,1
adestrados,1
adicionais,0
adicional,0
adiposa,-1
adiposas,-1
adiposo,-1
adiposos,-1
adjacente,0
adjacentes,0
administrada,0
administradas,0
administrado,0
administrados,0
admira,0
admirado,0
admirai,0
admirais,0
admiram,0
admiramo,0
admiramos,0
admirando,0
admirar,0
admirara,0
admiraram,0
admiraramo,0
admiraramos,0
admirarao,0
admiraras,0
admirarde,0
admirardes,0
admirare,0
admirarei,0
admirareis,0
admirarem,0
admiraremos,0
admirares,0
admiraria,0
admirariam,0
admirariamos,0
admirarias,0
admirarieis,0
admirarmo,0
admirarmos,0
admiras,0
admirasse,0
admirasseis,0
admirassem,0
admirassemos,0
admirasses,0
admiraste,0
admirastes,0
admirava,0
admiravam,0
admiravamo,0
admiravamos,0
admiravas,0
admiravei,0
admiraveis,0
admiravel,1
admire,0
admirei,0
admireis,0
admirem,0
admiremo,0
admiremos,0
admires,0
admiro,0
admirou,0
admitida,0
admitidas,0
admitido,0
admitidos,0
admoestador,-1
admoestadora,-1
admoestadoras,-1
admoestadores,-1
adoentada,-1
adoentadas,-1
adoentado,-1
adoentados,-1
adonis,1
adora,0
adorada,1
adoradas,1
adorado,1
adorados,1
adorai,0
adorais,0
adoram,0
adoramo,0
adoramos,0
adoranda,1
adorandas,1
adorando,1
adorandos,1
adorar,0
adorara,0
adoraram,0
adoraramo,0
adoraramos,0
adorarao,0
adoraras,0
adorarde,0
adorardes,0
adorare,0
adorarei,0
adorareis,0
adorarem,0
adoraremos,0
adorares,0
adoraria,0
adorariam,0
adorariamos,0
adorarias,0
adorarieis,0
adorarmo,0
adorarmos,0
adoras,0
adorasse,0
adorasseis,0
adorassem,0
adorassemos,0
adorasses,0
adoraste,0
adorastes,0
adorava,0
adoravam,0
adoravamo,0
adoravamos,0
adoravas,0
adoravei,0
adoraveis,0
adoravel,1
adore,0
adorei,0
adoreis,0
adorem,0
adoremo,0
adoremos,0
adores,0
adormecida,-1
adormecidas,-1
adormecido,-1
adormecidos,-1
adoro,0
adorou,0
adulador,-1
aduladora,-1
aduladoras,-1
aduladores,-1
adulta,0
adultas,0
adultera,-1
adulterador,-1
adulteradora,-1
adulteradoras,-1
adulteradores,-1
adulteras,-1
adulterina,-1
adulterinas,-1
adulterino,-1
adulterinos,-1
adulterio,-1
adultero,-1
adulteros,-1
adulto,0
adultos,0
adventista,0
adventistas,0
adversa,-1
adversas,-1
adverso,-1
adversos,-1
aerea,-1
aereas,-1
aereo,-1
aereos,-1
afabilidade,1
afamada,1
afamadas,1
afamado,1
afamados,1
afanada,-1
afanadas,-1
afanado,-1
afanados,-1
afasia,-1
afasica,-1
afasicas,-1
afasico,-1
afasicos,-1
afasta,0
afastado,0
afastai,0
afastais,0
afastam,0
afastamo,0
afastamos,0
afastando,0
afastar,0
afastara,0
afastaram,0
afastaramo,0
afastaramos,0
afastarao,0
afastaras,0
afastarde,0
afastardes,0
afastare,0
afastarei,0
afastareis,0
afastarem,0
afastaremos,0
afastares,0
afastaria,0
afastariam,0
afastariamos,0
afastarias,0
afastarieis,0
afastarmo,0
afastarmos,0
afastas,0
afastasse,0
afastasseis,0
afastassem,0
afastassemos,0
afastasses,0
afastaste,0
afastastes,0
afastava,0
afastavam,0
afastavamo,0
afastavamos,0
afastavas,0
afastavei,0
afastaveis,0
afaste,0
afastei,0
afasteis,0
afastem,0
afastemo,0
afastemos,0
afastes,0
afasto,0
afastou,0
afaveis,1
afavel,1
afecta,0
afectada,-1
afectadas,-1
afectado,-1
afectados,-1
afectai,0
afectais,0
afectam,0
afectamo,0
afectamos,0
afectando,0
afectar,0
afectara,0
afectaram,0
afectaramo,0
afectaramos,0
afectarao,0
afectaras,0
afectarde,0
afectardes,0
afectare,0
afectarei,0
afectareis,0
afectarem,0
afectaremos,0
afectares,0
afectaria,0
afectariam,0
afectariamos,0
afectarias,0
afectarieis,0
afectarmo,0
afectarmos,0
afectas,0
afectasse,0
afectasseis,0
afectassem,0
afectassemos,0
afectasses,0
afectaste,0
afectastes,0
afectava,0
afectavam,0
afectavamo,0
afectavamos,0
afectavas,0
afectavei,0
afectaveis,0
afecte,0
afectei,0
afecteis,0
afectem,0
afectemo,0
afectemos,0
afectes,0
afectiva,1
afectivas,1
afectividade,1
afectivo,1
afectivos,1
afecto,0
afectou,0
afectuosa,1
afectuosas,1
afectuoso,1
afectuosos,1
afeicoada,1
afeicoadas,1
afeicoado,1
afeicoados,1
afeita,0
afeitas,0
afeito,0
afeitos,0
afeminada,-1
afeminadas,-1
afeminado,-1
afeminados,-1
aferida,0
aferidas,0
aferido,0
aferidos,0
aferrada,0
aferradas,0
aferrado,0
aferrados,0
afetada,-1
afetadas,-1
afetado,-1
afetados,-1
afetiva,1
afetivas,1
afetividade,1
afetivo,1
afetivos,1
afeto,1
afetuosa,1
afetuosas,1
afetuoso,1
afetuosos,1
aff,-1
affe,-1
affs,-1
afiada,-1
afiadas,-1
afiado,-1
afiados,-1
afidalgada,0
afidalgadas,0
afidalgado,0
afidalgados,0
afilada,0
afiladas,0
afilado,0
afilados,0
afilhada,0
afilhadas,0
afilhado,0
afilhados,0
afinada,1
afinadas,1
afinado,1
afinados,1
afincada,0
afincadas,0
afincado,0
afincados,0
afirmativa,1
afirmativas,1
afirmativo,1
afirmativos,1
aflicao,-1
aflige,-1
afligem,-1
afliges,-1
afligi,-1
afligia,-1
afligiam,-1
afligiamo,-1
afligiamos,-1
afligias,-1
afligida,-1
afligidas,-1
afligido,-1
afligidos,-1
afligiei,-1
afligieis,-1
afligimo,-1
afligimos,-1
afligindo,-1
afligir,0
afligir-se,-1
afligira,-1
afligiram,-1
afligiramo,-1
afligiramos,-1
afligirao,-1
afligiras,-1
afligirde,-1
afligirdes,-1
afligire,-1
afligirei,-1
afligireis,-1
afligirem,-1
afligiremos,-1
afligires,-1
afligiria,-1
afligiriam,-1
afligiriamos,-1
afligirias,-1
afligirieis,-1
afligirmo,-1
afligirmos,-1
afligis,-1
afligisse,-1
afligisseis,-1
afligissem,-1
afligissemos,-1
afligisses,-1
afligiste,-1
afligistes,-1
afligiu,-1
aflija,-1
aflijais,-1
aflijam,-1
aflijamo,-1
aflijamos,-1
aflijas,-1
aflijo,-1
aflita,-1
aflitas,-1
aflitiva,-1
aflitivas,-1
aflitivo,-1
aflitivos,-1
aflito,-1
aflitos,-1
afobada,-1
afobadas,-1
afobado,-1
afobados,-1
afoga,-1
afoga as magoas,-1
afoga-se em pouca agua,-1
afogada,-1
afogadas,-1
afogado,-1
afogado as magoas,-1
afogado em pouca agua,-1
afogados,-1
afogai,-1
afogai as magoas,-1
afogai-vos em pouca agua,-1
afogais,-1
afogais as magoas,-1
afogais em pouca agua,-1
afogam,-1
afogam as magoas,-1
afogam-se em pouca agua,-1
afogamo,-1
afogamo-nos em pouca agua,-1
afogamos,-1
afogamos as magoas,-1
afogamos em pouca agua,-1
afogando,-1
afogando as magoas,-1
afogando-se em pouca agua,-1
afogar,-1
afogar as magoas,-1
afogar-me-ei em pouca agua,-1
afogar-se,-1
afogar-se em pouca agua,-1
afogar-se-a em pouca agua,-1
afogar-se-ao em pouca agua,-1
afogar-se-ia em pouca agua,-1
afogar-se-iam em pouca agua,-1
afogar-te-as em pouca agua,-1
afogar-te-ias em pouca agua,-1
afogara,-1
afogara as magoas,-1
afogara-se em pouca agua,-1
afogaram,-1
afogaram as magoas,-1
afogaram-se em pouca agua,-1
afogaramo,-1
afogaramo-nos em pouca agua,-1
afogaramos,-1
afogaramos as magoas,-1
afogaramos em pouca agua,-1
afogarao,-1
afogarao as magoas,-1
afogaras,-1
afogaras as magoas,-1
afogaras-te em pouca agua,-1
afogarde,-1
afogarde-vos em pouca agua,-1
afogardes,-1
afogardes as magoas,-1
afogardes em pouca agua,-1
afogare,-1
afogarei,-1
afogarei as magoas,-1
afogarei-vos em pouca agua,-1
afogareis,-1
afogareis as magoas,-1
afogareis em pouca agua,-1
afogarem,-1
afogarem as magoas,-1
afogarem-se em pouca agua,-1
afogaremos,-1
afogaremos as magoas,-1
afogaremos em pouca agua,-1
afogares,-1
afogares as magoas,-1
afogares em pouca agua,-1
afogaria,-1
afogaria as magoas,-1
afogariam,-1
afogariam as magoas,-1
afogariamos,-1
afogariamos as magoas,-1
afogariamos em pouca agua,-1
afogarias,-1
afogarias as magoas,-1
afogarieis,-1
afogarieis as magoas,-1
afogarieis em pouca agua,-1
afogarmo,-1
afogarmo-nos em pouca agua,-1
afogarmos,-1
afogarmos as magoas,-1
afogarmos em pouca agua,-1
afogas,-1
afogas as magoas,-1
afogas-te em pouca agua,-1
afogasse,-1
afogasse as magoas,-1
afogasse em pouca agua,-1
afogasseis,-1
afogasseis as magoas,-1
afogasseis em pouca agua,-1
afogassem,-1
afogassem as magoas,-1
afogassem em pouca agua,-1
afogassemos,-1
afogassemos as magoas,-1
afogassemos em pouca agua,-1
afogasses,-1
afogasses as magoas,-1
afogasses em pouca agua,-1
afogaste,-1
afogaste as magoas,-1
afogaste-te em pouca agua,-1
afogastes,-1
afogastes as magoas,-1
afogastes em pouca agua,-1
afogava,-1
afogava as magoas,-1
afogava-se em pouca agua,-1
afogavam,-1
afogavam as magoas,-1
afogavam-se em pouca agua,-1
afogavamo,-1
afogavamo-nos em pouca agua,-1
afogavamos,-1
afogavamos as magoas,-1
afogavamos em pouca agua,-1
afogavas,-1
afogavas as magoas,-1
afogavas-te em pouca agua,-1
afogavei,-1
afogavei-vos em pouca agua,-1
afogaveis,-1
afogaveis as magoas,-1
afogaveis em pouca agua,-1
afogo,-1
afogo as magoas,-1
afogo-me em pouca agua,-1
afogou,-1
afogou as magoas,-1
afogou-se em pouca agua,-1
afogue,-1
afogue as magoas,-1
afogue-se em pouca agua,-1
afogueada,0
afogueadas,0
afogueado,0
afogueados,0
afoguei,-1
afoguei as magoas,-1
afoguei-me em pouca agua,-1
afogueis,-1
afogueis as magoas,-1
afogueis em pouca agua,-1
afoguem,-1
afoguem as magoas,-1
afoguem-se em pouca agua,-1
afoguemo,-1
afoguemo-nos em pouca agua,-1
afoguemos,-1
afoguemos as magoas,-1
afoguemos em pouca agua,-1
afogues,-1
afogues as magoas,-1
afogues em pouca agua,-1
afoita,1
afoitas,1
afoiteza,1
afoito,1
afoitos,1
afortunada,1
afortunadas,1
afortunado,1
afortunados,1
afrancesada,0
afrancesadas,0
afrancesado,0
afrancesados,0
afronta,1
afrontada,-1
afrontadas,-1
afrontado,-1
afrontados,-1
afrontai,1
afrontais,1
afrontam,1
afrontamo,1
afrontamos,1
afrontando,1
afrontar,1
afrontara,1
afrontaram,1
afrontaramo,1
afrontaramos,1
afrontarao,1
afrontaras,1
afrontarde,1
afrontardes,1
afrontare,1
afrontarei,1
afrontareis,1
afrontarem,1
afrontaremos,1
afrontares,1
afrontaria,1
afrontariam,1
afrontariamos,1
afrontarias,1
afrontarieis,1
afrontarmo,1
